Gene,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5
"""IFI27L2__chr14""",3.01771667252281,0,1.0019582262109,0,0
"""IFI27__chr14""",0,6.07143081403291,0,0,26.3064918931888
"""IFI30__chr19""",0,0,1.0019582262109,1.0019582262109,0
"""IFI35__chr17""",0,0,0,1.0019582262109,0
"""IFI44L__chr1""",0,0,0,0,0
"""IFI44__chr1""",0,1.0019582262109,0,0,0
"""IFI6__chr1""",3.01771667252281,0,2.00785343002263,0,0
"""IFIH1__chr2""",1.0019582262109,0,0,0,0
"""IFIT1__chr10""",0,0,1.0019582262109,3.01771667252281,1.0019582262109
"""IFIT2__chr10""",0,0,0,0,2.00785343002263
"""IFIT3__chr10""",0,0,0,1.0019582262109,6.07143081403291
"""IFIT5__chr10""",1.0019582262109,0,0,2.00785343002263,2.00785343002263
"""IFITM10__chr11""",0,0,0,0,0
"""IFITM1__chr11""",0,2.00785343002263,0,2.00785343002263,0
"""IFITM2__chr11""",3.01771667252281,13.3416962915876,0,4.03157938384363,0
"""IFITM3__chr11""",2.00785343002263,24.0995816739486,3.01771667252281,0,3.01771667252281
"""IFITM4P__chr6""",0,0,0,0,0
"""IFLTD1__chr12""",0,0,0,0,0
"""IFNAR1__chr21""",5.04947336903132,4.03157938384363,0,5.04947336903132,1.0019582262109
"""IFNAR2__chr21""",0,2.00785343002263,0,1.0019582262109,0
"""IFNE__chr9""",0,0,0,0,0
"""IFNGR1__chr6""",0,3.01771667252281,0,2.00785343002263,1.0019582262109
"""IFNGR2__chr21""",0,2.00785343002263,0,1.0019582262109,5.04947336903132
"""IFNK__chr9""",0,0,0,0,0
"""IFNLR1__chr1""",1.0019582262109,8.12766676853256,1.0019582262109,0,0
"""IFRD1__chr7""",0,2.00785343002263,0,2.00785343002263,1.0019582262109
"""IFRD2__chr3""",0,0,0,0,0
"""IFT122__chr3""",1.0019582262109,1.0019582262109,0,0,0
"""IFT140__chr16""",0,0,0,0,0
"""IFT172__chr2""",1.0019582262109,0,0,0,1.0019582262109
"""IFT20__chr17""",0,1.0019582262109,0,0,0
"""IFT27__chr22""",1.0019582262109,0,1.0019582262109,0,0
"""IFT43__chr14""",0,3.01771667252281,2.00785343002263,2.00785343002263,0
"""IFT46__chr11""",1.0019582262109,0,1.0019582262109,3.01771667252281,0
"""IFT52__chr20""",2.00785343002263,0,0,0,0
"""IFT57__chr3""",3.01771667252281,1.0019582262109,1.0019582262109,7.09748429180284,1.0019582262109
"""IFT74__chr9""",1.0019582262109,1.0019582262109,1.0019582262109,1.0019582262109,0
"""IFT80__chr3""",2.00785343002263,2.00785343002263,1.0019582262109,4.03157938384363,1.0019582262109
"""IFT81__chr12""",1.0019582262109,0,0,2.00785343002263,0
"""IFT88__chr13""",0,0,2.00785343002263,1.0019582262109,0
"""IGBP1P1__chr14""",0,0,0,0,0
"""IGBP1__chrX""",2.00785343002263,1.0019582262109,2.00785343002263,4.03157938384363,1.0019582262109
"""IGDCC3__chr15""",0,0,0,0,0
"""IGDCC4__chr15""",0,0,0,0,0
"""IGF1R__chr15""",2.00785343002263,4.03157938384363,2.00785343002263,7.09748429180284,0
"""IGF1__chr12""",0,0,0,0,0
"""IGF2-AS__chr11""",0,0,0,0,0
"""IGF2BP1__chr17""",0,0,0,0,0
"""IGF2BP2__chr3""",0,1.0019582262109,0,1.0019582262109,2.00785343002263
"""IGF2BP3__chr7""",0,0,0,0,0
"""IGF2R__chr6""",2.00785343002263,8.12766676853256,3.01771667252281,2.00785343002263,4.03157938384363
"""IGF2__chr11""",0,0,0,0,0
"""IGFALS__chr16""",0,0,0,0,0
"""IGFBP1__chr7""",0,0,0,0,0
"""IGFBP2__chr2""",1.0019582262109,0,0,0,0
"""IGFBP3__chr7""",0,0,0,0,0
"""IGFBP4__chr17""",0,48.2793394707328,1.0019582262109,0,1.0019582262109
"""IGFBP5__chr2""",0,0,1.0019582262109,6.07143081403291,0
"""IGFBP6__chr12""",0,0,0,0,0
"""IGFBP7__chr4""",7.09748429180284,233.074804799981,1.0019582262109,10.2005525880831,1.0019582262109
"""IGFBPL1__chr9""",0,0,0,0,0
"""IGFL1__chr19""",0,0,0,0,0
"""IGFL2__chr19""",0,0,0,0,0
"""IGFL4__chr19""",0,0,0,0,0
"""IGFLR1__chr19""",0,0,0,0,0
"""IGFN1__chr1""",0,0,0,0,0
"""IGHMBP2__chr11""",0,0,0,1.0019582262109,0
"""IGIP__chr5""",2.00785343002263,1.0019582262109,0,6.07143081403291,0
"""IGLL3P__chr22""",0,0,0,0,0
"""IGLON5__chr19""",0,0,0,0,0
"""IGSF10__chr3""",0,0,0,0,0
"""IGSF11__chr3""",0,0,0,1.0019582262109,0
"""IGSF1__chrX""",0,0,0,0,0
"""IGSF21__chr1""",0,0,0,0,0
"""IGSF22__chr11""",1.0019582262109,0,0,0,0
"""IGSF23__chr19""",0,0,0,0,0
"""IGSF3__chr1""",0,0,0,1.0019582262109,1.0019582262109
"""IGSF5__chr21""",0,0,0,0,0
"""IGSF6__chr16""",0,0,0,0,0
"""IGSF8__chr1""",2.00785343002263,2.00785343002263,2.00785343002263,0,1.0019582262109
"""IGSF9B__chr11""",0,0,0,1.0019582262109,0
"""IGSF9__chr1""",0,0,0,0,2.00785343002263
"""IHH__chr2""",0,0,0,0,0
"""IKBIP__chr12""",0,4.03157938384363,0,0,0
"""IKBKAP__chr9""",2.00785343002263,1.0019582262109,4.03157938384363,6.07143081403291,0
"""IKBKB__chr8""",0,0,0,0,0
"""IKBKE__chr1""",0,0,0,0,0
"""IKBKG__chrX""",0,3.01771667252281,0,0,0
"""IKZF1__chr7""",0,0,0,0,0
"""IKZF2__chr2""",0,0,2.00785343002263,1.0019582262109,1.0019582262109
"""IKZF3__chr17""",3.01771667252281,3.01771667252281,1.0019582262109,2.00785343002263,1.0019582262109
"""IKZF4__chr12""",0,1.0019582262109,0,3.01771667252281,1.0019582262109
"""IKZF5__chr10""",1.0019582262109,2.00785343002263,0,3.01771667252281,0
"""IK__chr5""",1.0019582262109,3.01771667252281,0,2.00785343002263,1.0019582262109
"""IL10RA__chr11""",1.0019582262109,0,0,0,0
"""IL10RB__chr21""",0,7.09748429180284,0,1.0019582262109,2.00785343002263
"""IL10__chr1""",0,0,0,0,0
"""IL11RA__chr9""",0,0,0,1.0019582262109,0
"""IL11__chr19""",0,0,0,0,0
"""IL12A__chr3""",0,0,0,0,0
"""IL12RB1__chr19""",0,0,0,0,0
"""IL12RB2__chr1""",0,0,0,0,0
"""IL13RA1__chrX""",0,7.09748429180284,0,9.16201161000583,1.0019582262109
"""IL13RA2__chrX""",0,0,0,0,0
"""IL13__chr5""",0,0,0,0,0
"""IL15RA__chr10""",0,0,0,0,0
"""IL15__chr4""",0,0,0,0,0
"""IL16__chr15""",0,0,0,0,0
"""IL17B__chr5""",0,0,0,0,0
"""IL17C__chr16""",0,0,0,0,0
"""IL17D__chr13""",0,0,0,0,0
"""IL17F__chr6""",0,0,0,0,0
"""IL17RA__chr22""",0,2.00785343002263,0,3.01771667252281,2.00785343002263
"""IL17RB__chr3""",0,0,0,0,0
"""IL17RC__chr3""",0,0,0,0,0
"""IL17RD__chr3""",0,0,1.0019582262109,0,0
"""IL17RE__chr3""",0,0,0,0,0
"""IL18BP__chr11""",1.0019582262109,0,0,0,0
"""IL18R1__chr2""",0,0,0,0,0
"""IL18RAP__chr2""",0,0,0,0,0
"""IL18__chr11""",0,0,0,0,0
"""IL19__chr1""",0,0,0,0,0
"""IL1A__chr2""",0,0,0,0,0
"""IL1B__chr2""",0,0,0,0,0
"""IL1R1__chr2""",0,0,1.0019582262109,0,0
"""IL1R2__chr2""",0,0,0,0,1.0019582262109
"""IL1RAP__chr3""",0,2.00785343002263,1.0019582262109,0,0
"""IL1RL1__chr2""",0,0,0,0,0
"""IL1RL2__chr2""",0,0,0,0,0
"""IL1RN__chr2""",0,0,0,0,2.00785343002263
"""IL20RA__chr6""",0,0,3.01771667252281,1.0019582262109,0
"""IL20RB__chr3""",0,0,0,0,0
"""IL20__chr1""",0,0,0,0,0
"""IL21R-AS1__chr16""",0,0,1.0019582262109,0,0
"""IL21R__chr16""",0,1.0019582262109,0,0,0
"""IL22RA1__chr1""",0,1.0019582262109,0,0,1.0019582262109
"""IL23A__chr12""",0,0,0,0,0
"""IL23R__chr1""",0,0,0,0,0
"""IL24__chr1""",0,0,0,0,0
"""IL27RA__chr19""",0,0,0,0,0
"""IL2RA__chr10""",0,0,0,0,0
"""IL2RB__chr22""",0,0,0,0,0
"""IL2RG__chrX""",0,0,0,0,0
"""IL31RA__chr5""",0,0,0,0,0
"""IL31__chr12""",0,0,0,0,0
"""IL32__chr16""",0,0,0,0,0
"""IL33__chr9""",0,0,0,0,0
"""IL34__chr16""",0,0,0,0,0
"""IL4I1__chr19""",0,0,0,0,0
"""IL4R__chr16""",0,13.3416962915876,0,0,3.01771667252281
"""IL4__chr5""",0,0,0,0,0
"""IL5RA__chr3""",0,0,0,0,0
"""IL5__chr5""",0,0,0,0,0
"""IL6R__chr1""",1.0019582262109,0,0,2.00785343002263,1.0019582262109
"""IL6ST__chr5""",7.09748429180284,13.3416962915876,3.01771667252281,26.3064918931888,2.00785343002263
"""IL6__chr7""",0,0,0,0,0
"""IL7R__chr5""",0,0,0,0,0
"""IL7__chr8""",1.0019582262109,0,0,0,0
"""IL8__chr4""",1.0019582262109,13.3416962915876,0,0,0
"""ILDR1__chr3""",0,0,0,1.0019582262109,0
"""ILDR2__chr1""",0,0,0,1.0019582262109,0
"""ILF2__chr1""",2.00785343002263,2.00785343002263,3.01771667252281,4.03157938384363,1.0019582262109
"""ILF3-AS1__chr19""",2.00785343002263,0,1.0019582262109,7.09748429180284,0
"""ILF3__chr19""",3.01771667252281,5.04947336903132,3.01771667252281,7.09748429180284,0
"""ILKAP__chr2""",0,0,0,0,0
"""ILK__chr11""",0,4.03157938384363,0,2.00785343002263,0
"""ILVBL__chr19""",0,0,0,2.00785343002263,0
"""IMMP1L__chr11""",1.0019582262109,1.0019582262109,0,3.01771667252281,0
"""IMMP2L__chr7""",1.0019582262109,1.0019582262109,0,0,0
"""IMMT__chr2""",2.00785343002263,4.03157938384363,2.00785343002263,4.03157938384363,1.0019582262109
"""IMP3__chr15""",0,2.00785343002263,7.09748429180284,3.01771667252281,4.03157938384363
"""IMP4__chr2""",0,3.01771667252281,0,1.0019582262109,1.0019582262109
"""IMPA1__chr8""",0,1.0019582262109,1.0019582262109,3.01771667252281,1.0019582262109
"""IMPA2__chr18""",3.01771667252281,0,0,0,20.8244837002118
"""IMPACT__chr18""",4.03157938384363,1.0019582262109,1.0019582262109,1.0019582262109,0
"""IMPAD1__chr8""",5.04947336903132,4.03157938384363,0,7.09748429180284,1.0019582262109
"""IMPDH1__chr7""",0,2.00785343002263,1.0019582262109,2.00785343002263,0
"""IMPDH2__chr3""",1.0019582262109,0,0,2.00785343002263,1.0019582262109
"""IMPG2__chr3""",0,0,0,0,0
"""INADL__chr1""",2.00785343002263,0,5.04947336903132,5.04947336903132,3.01771667252281
"""INA__chr10""",6.07143081403291,0,4.03157938384363,11.2433238873179,0
"""INCA1__chr17""",0,0,0,0,0
"""INCENP__chr11""",0,0,0,0,0
"""INE1__chrX""",0,0,0,0,0
"""INE2__chrX""",0,0,0,0,0
"""INF2__chr14""",0,0,0,0,0
"""ING1__chr13""",0,0,0,0,0
"""ING2__chr4""",1.0019582262109,0,0,0,0
"""ING3__chr7""",0,1.0019582262109,0,2.00785343002263,0
"""ING4__chr12""",1.0019582262109,0,0,1.0019582262109,1.0019582262109
"""ING5__chr2""",0,0,0,0,0
"""INGX__chrX""",0,0,0,0,0
"""INHA__chr2""",0,0,0,0,0
"""INHBA-AS1__chr7""",0,0,0,2.00785343002263,0
"""INHBA__chr7""",0,1.0019582262109,0,0,0
"""INHBB__chr2""",0,0,0,0,0
"""INHBE__chr12""",0,0,0,0,0
"""INIP__chr9""",0,2.00785343002263,0,2.00785343002263,1.0019582262109
"""INMT-FAM188B__chr7""",0,0,0,0,0
"""INMT__chr7""",0,0,0,0,0
"""INO80B-WBP1__chr2""",0,0,0,0,0
"""INO80B__chr2""",1.0019582262109,0,0,0,0
"""INO80C__chr18""",0,0,0,0,1.0019582262109
"""INO80D__chr2""",2.00785343002263,0,1.0019582262109,6.07143081403291,6.07143081403291
"""INO80E__chr16""",0,0,0,0,0
"""INO80__chr15""",0,1.0019582262109,0,0,1.0019582262109
"""INPP1__chr2""",1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,3.01771667252281
"""INPP4A__chr2""",5.04947336903132,2.00785343002263,0,3.01771667252281,0
"""INPP4B__chr4""",0,0,0,0,0
"""INPP5A__chr10""",0,1.0019582262109,0,1.0019582262109,0
"""INPP5B__chr1""",0,0,0,0,0
"""INPP5D__chr2""",0,0,0,0,0
"""INPP5E__chr9""",0,0,1.0019582262109,2.00785343002263,1.0019582262109
"""INPP5F__chr10""",4.03157938384363,1.0019582262109,1.0019582262109,9.16201161000583,0
"""INPP5J__chr22""",0,0,0,0,0
"""INPP5K__chr17""",0,3.01771667252281,0,4.03157938384363,1.0019582262109
"""INPPL1__chr11""",0,0,0,0,0
"""INS-IGF2__chr11""",0,0,0,0,0
"""INSC__chr11""",0,0,0,0,0
"""INSIG1__chr7""",1.0019582262109,4.03157938384363,1.0019582262109,7.09748429180284,0
"""INSIG2__chr2""",0,0,1.0019582262109,1.0019582262109,2.00785343002263
"""INSL3__chr19""",0,0,0,0,0
"""INSL4__chr9""",0,0,0,0,0
"""INSL5__chr1""",0,0,0,0,0
"""INSM1__chr20""",15.4574108131603,0,5.04947336903132,12.2903601117083,0
"""INSM2__chr14""",0,0,0,0,0
"""INSRR__chr1""",0,0,0,0,0
"""INSR__chr19""",1.0019582262109,10.2005525880831,2.00785343002263,2.00785343002263,5.04947336903132
"""INS__chr11""",0,0,0,112.443384468219,0
"""INTS10__chr8""",0,2.00785343002263,1.0019582262109,2.00785343002263,0
"""INTS12__chr4""",0,1.0019582262109,0,1.0019582262109,2.00785343002263
"""INTS1__chr7""",0,0,0,0,0
"""INTS2__chr17""",1.0019582262109,0,0,1.0019582262109,0
"""INTS3__chr1""",1.0019582262109,0,0,2.00785343002263,0
"""INTS4L2__chr7""",0,0,0,0,0
"""INTS4__chr11""",0,4.03157938384363,0,1.0019582262109,0
"""INTS5__chr11""",0,0,0,0,0
"""INTS6__chr13""",1.0019582262109,3.01771667252281,1.0019582262109,2.00785343002263,1.0019582262109
"""INTS7__chr1""",2.00785343002263,1.0019582262109,0,1.0019582262109,0
"""INTS8__chr8""",0,6.07143081403291,0,1.0019582262109,0
"""INTS9__chr8""",0,0,0,0,0
"""INTU__chr4""",0,0,1.0019582262109,1.0019582262109,1.0019582262109
"""INVS__chr9""",0,0,0,1.0019582262109,0
"""IP6K1__chr3""",0,1.0019582262109,0,0,1.0019582262109
"""IP6K2__chr3""",0,1.0019582262109,1.0019582262109,4.03157938384363,0
"""IP6K3__chr6""",0,0,0,0,0
"""IPCEF1__chr6""",0,0,0,0,0
"""IPMK__chr10""",0,0,0,1.0019582262109,1.0019582262109
"""IPO11-LRRC70__chr5""",0,0,0,0,0
"""IPO11__chr5""",0,0,0,0,0
"""IPO13__chr1""",0,0,0,0,0
"""IPO4__chr14""",0,0,0,0,0
"""IPO5__chr13""",5.04947336903132,6.07143081403291,1.0019582262109,1.0019582262109,0
"""IPO7__chr11""",4.03157938384363,12.2903601117083,3.01771667252281,11.2433238873179,0
"""IPO8__chr12""",0,0,1.0019582262109,6.07143081403291,0
"""IPO9__chr1""",0,5.04947336903132,1.0019582262109,3.01771667252281,2.00785343002263
"""IPPK__chr9""",0,0,0,0,0
"""IPP__chr1""",0,0,0,0,0
"""IPW__chr15""",1.0019582262109,2.00785343002263,0,2.00785343002263,0
"""IQCA1__chr2""",0,0,0,0,0
"""IQCB1__chr3""",0,0,1.0019582262109,1.0019582262109,0
"""IQCC__chr1""",1.0019582262109,0,2.00785343002263,0,0
"""IQCD__chr12""",0,0,0,0,0
"""IQCE__chr7""",0,3.01771667252281,0,0,0
"""IQCG__chr3""",0,0,0,1.0019582262109,0
"""IQCH-AS1__chr15""",0,0,0,0,0
"""IQCH__chr15""",0,0,0,0,0
"""IQCJ-SCHIP1__chr3""",0,0,0,0,0
"""IQCJ__chr3""",0,0,0,0,0
"""IQCK__chr16""",0,0,0,0,0
"""IQGAP1__chr15""",3.01771667252281,14.3973678906563,2.00785343002263,11.2433238873179,4.03157938384363
"""IQGAP2__chr5""",0,0,0,0,2.00785343002263
"""IQGAP3__chr1""",0,0,0,0,0
"""IQSEC1__chr3""",0,3.01771667252281,0,2.00785343002263,0
"""IQSEC2__chrX""",0,0,0,0,0
"""IQSEC3__chr12""",1.0019582262109,0,1.0019582262109,1.0019582262109,0
"""IQUB__chr7""",0,0,0,0,0
"""IRAK1BP1__chr6""",0,0,0,0,0
"""IRAK1__chrX""",0,0,1.0019582262109,2.00785343002263,6.07143081403291
"""IRAK2__chr3""",0,0,0,0,0
"""IRAK3__chr12""",0,1.0019582262109,0,0,0
"""IRAK4__chr12""",1.0019582262109,3.01771667252281,1.0019582262109,3.01771667252281,0
"""IREB2__chr15""",2.00785343002263,3.01771667252281,4.03157938384363,3.01771667252281,0
"""IRF1__chr5""",3.01771667252281,1.0019582262109,1.0019582262109,1.0019582262109,8.12766676853256
"""IRF2BP1__chr19""",0,0,0,0,0
"""IRF2BP2__chr1""",10.2005525880831,2.00785343002263,8.12766676853256,12.2903601117083,3.01771667252281
"""IRF2BPL__chr14""",0,1.0019582262109,0,3.01771667252281,0
"""IRF2__chr4""",1.0019582262109,1.0019582262109,0,1.0019582262109,1.0019582262109
"""IRF3__chr19""",0,1.0019582262109,0,0,0
"""IRF4__chr6""",0,0,0,0,0
"""IRF5__chr7""",0,0,0,0,0
"""IRF6__chr1""",5.04947336903132,0,0,4.03157938384363,2.00785343002263
"""IRF7__chr11""",0,0,0,1.0019582262109,0
"""IRF8__chr16""",0,0,0,0,0
"""IRF9__chr14""",0,2.00785343002263,0,0,0
"""IRGM__chr5""",0,0,0,0,0
"""IRGQ__chr19""",1.0019582262109,1.0019582262109,2.00785343002263,1.0019582262109,2.00785343002263
"""IRS1__chr2""",0,3.01771667252281,0,0,0
"""IRS2__chr13""",6.07143081403291,0,0,1.0019582262109,4.03157938384363
"""IRS4__chrX""",0,0,0,0,0
"""IRX1__chr5""",0,0,0,0,0
"""IRX2__chr5""",8.12766676853256,0,0,1.0019582262109,0
"""IRX3__chr16""",0,0,0,0,0
"""IRX4__chr5""",0,0,0,0,0
"""IRX5__chr16""",0,0,0,0,0
"""ISCA1__chr9""",1.0019582262109,1.0019582262109,0,1.0019582262109,0
"""ISCA2__chr14""",0,0,0,1.0019582262109,0
"""ISCU__chr12""",2.00785343002263,7.09748429180284,5.04947336903132,12.2903601117083,5.04947336903132
"""ISG15__chr1""",0,0,0,0,0
"""ISG20L2__chr1""",0,0,0,0,0
"""ISG20__chr15""",0,0,0,0,5.04947336903132
"""ISL1__chr5""",3.01771667252281,1.0019582262109,16.5218614112182,13.3416962915876,0
"""ISL2__chr15""",0,0,0,0,0
"""ISLR__chr15""",0,0,0,0,0
"""ISM1-AS1__chr20""",0,0,0,0,0
"""ISM1__chr20""",0,0,0,0,0
"""ISM2__chr14""",0,0,0,0,0
"""ISOC1__chr5""",0,0,0,4.03157938384363,1.0019582262109
"""ISOC2__chr19""",0,0,0,0,0
"""ISPD__chr7""",0,0,0,0,0
"""IST1__chr16""",3.01771667252281,3.01771667252281,0,10.2005525880831,2.00785343002263
"""ISX__chr22""",0,0,0,0,0
"""ISY1-RAB43__chr3""",0,0,0,0,0
"""ISY1__chr3""",0,0,1.0019582262109,1.0019582262109,0
"""ISYNA1__chr19""",0,0,0,1.0019582262109,0
"""ITCH__chr20""",0,4.03157938384363,0,1.0019582262109,0
"""ITFG1__chr16""",1.0019582262109,0,1.0019582262109,13.3416962915876,3.01771667252281
"""ITFG2__chr12""",0,2.00785343002263,0,0,0
"""ITFG3__chr16""",1.0019582262109,0,0,0,0
"""ITGA10__chr1""",0,0,0,0,0
"""ITGA11__chr15""",0,0,0,0,0
"""ITGA1__chr5""",0,43.4941534196218,0,3.01771667252281,0
"""ITGA2B__chr17""",0,0,0,0,0
"""ITGA2__chr5""",0,7.09748429180284,0,2.00785343002263,0
"""ITGA3__chr17""",0,0,0,0,2.00785343002263
"""ITGA4__chr2""",0,0,0,0,0
"""ITGA5__chr12""",0,47.0746313651552,0,0,0
"""ITGA6__chr2""",0,4.03157938384363,0,0,4.03157938384363
"""ITGA7__chr12""",0,0,0,0,0
"""ITGA8__chr10""",0,0,0,0,0
"""ITGA9__chr3""",0,4.03157938384363,0,0,0
"""ITGAE__chr17""",1.0019582262109,1.0019582262109,0,1.0019582262109,0
"""ITGAL__chr16""",0,0,0,1.0019582262109,0
"""ITGAM__chr16""",0,0,0,0,0
"""ITGAV__chr2""",0,44.6820905860863,1.0019582262109,18.6641333268705,3.01771667252281
"""ITGAX__chr16""",0,0,0,0,0
"""ITGB1BP1__chr2""",1.0019582262109,2.00785343002263,1.0019582262109,0,2.00785343002263
"""ITGB1BP2__chrX""",0,0,0,0,0
"""ITGB1__chr10""",7.09748429180284,48.2793394707328,9.16201161000583,9.16201161000583,14.3973678906563
"""ITGB2-AS1__chr21""",0,0,0,0,0
"""ITGB2__chr21""",0,0,0,0,0
"""ITGB3BP__chr1""",0,4.03157938384363,0,0,0
"""ITGB3__chr17""",0,0,0,0,0
"""ITGB4__chr17""",0,0,0,0,3.01771667252281
"""ITGB5__chr3""",3.01771667252281,10.2005525880831,0,2.00785343002263,3.01771667252281
"""ITGB6__chr2""",0,0,0,0,0
"""ITGB7__chr12""",0,0,0,0,0
"""ITGB8__chr7""",0,0,2.00785343002263,0,0
"""ITGBL1__chr13""",0,0,0,0,0
"""ITIH1__chr3""",0,0,0,0,0
"""ITIH2__chr10""",0,0,0,0,0
"""ITIH3__chr3""",0,0,0,0,0
"""ITIH4__chr3""",0,0,0,0,0
"""ITIH5__chr10""",0,1.0019582262109,0,0,2.00785343002263
"""ITK__chr5""",0,0,0,0,0
"""ITLN1__chr1""",0,0,0,0,1.0019582262109
"""ITLN2__chr1""",0,0,0,0,0
"""ITM2A__chrX""",0,0,0,0,0
"""ITM2B__chr13""",37.6357741982233,91.5946594915347,20.8244837002118,47.0746313651552,27.41712270243
"""ITM2C__chr2""",5.04947336903132,0,10.2005525880831,15.4574108131603,2.00785343002263
"""ITPA__chr20""",0,1.0019582262109,0,2.00785343002263,0
"""ITPK1-AS1__chr14""",0,0,0,0,0
"""ITPK1__chr14""",1.0019582262109,1.0019582262109,0,4.03157938384363,3.01771667252281
"""ITPKA__chr15""",0,0,0,0,3.01771667252281
"""ITPKB__chr1""",0,0,0,1.0019582262109,0
"""ITPKC__chr19""",0,0,1.0019582262109,1.0019582262109,1.0019582262109
"""ITPR1__chr3""",1.0019582262109,0,0,1.0019582262109,0
"""ITPR2__chr12""",0,1.0019582262109,4.03157938384363,3.01771667252281,0
"""ITPR3__chr6""",0,0,4.03157938384363,7.09748429180284,11.2433238873179
"""ITPRIPL1__chr2""",0,1.0019582262109,0,0,0
"""ITPRIPL2__chr16""",0,33.0437228224364,1.0019582262109,2.00785343002263,5.04947336903132
"""ITPRIP__chr10""",0,7.09748429180284,0,0,0
"""ITSN1__chr21""",0,0,0,1.0019582262109,5.04947336903132
"""ITSN2__chr2""",0,5.04947336903132,2.00785343002263,8.12766676853256,2.00785343002263
"""IVD__chr15""",1.0019582262109,2.00785343002263,0,3.01771667252281,3.01771667252281
"""IVNS1ABP__chr1""",4.03157938384363,11.2433238873179,2.00785343002263,3.01771667252281,1.0019582262109
"""IWS1__chr2""",2.00785343002263,2.00785343002263,1.0019582262109,2.00785343002263,0
"""IYD__chr6""",0,0,1.0019582262109,0,0
"""IZUMO1__chr19""",0,0,0,0,0
"""IZUMO2__chr19""",0,0,0,0,0
"""IZUMO4__chr19""",0,0,0,0,0
"""JAG1__chr20""",0,28.5325928768826,0,0,3.01771667252281
"""JAG2__chr14""",0,6.07143081403291,0,0,0
"""JAGN1__chr3""",2.00785343002263,2.00785343002263,0,1.0019582262109,2.00785343002263
"""JAK1__chr1""",5.04947336903132,65.769065928967,2.00785343002263,8.12766676853256,13.3416962915876
"""JAK2__chr9""",1.0019582262109,0,0,0,1.0019582262109
"""JAK3__chr19""",0,0,0,1.0019582262109,0
"""JAKMIP1__chr4""",0,0,1.0019582262109,0,0
"""JAKMIP2-AS1__chr5""",0,0,0,0,0
"""JAKMIP2__chr5""",1.0019582262109,0,1.0019582262109,0,0
"""JAKMIP3__chr10""",0,0,0,1.0019582262109,0
"""JAM2__chr21""",0,0,0,0,0
"""JAM3__chr11""",0,9.16201161000583,0,3.01771667252281,0
"""JARID2__chr6""",0,5.04947336903132,0,1.0019582262109,0
"""JAZF1-AS1__chr7""",0,0,0,0,0
"""JAZF1__chr7""",2.00785343002263,0,2.00785343002263,5.04947336903132,1.0019582262109
"""JDP2__chr14""",0,0,0,0,1.0019582262109
"""JHDM1D__chr7""",1.0019582262109,4.03157938384363,0,3.01771667252281,2.00785343002263
"""JKAMP__chr14""",1.0019582262109,1.0019582262109,3.01771667252281,8.12766676853256,0
"""JMJD1C__chr10""",5.04947336903132,3.01771667252281,4.03157938384363,14.3973678906563,4.03157938384363
"""JMJD4__chr1""",1.0019582262109,0,0,1.0019582262109,0
"""JMJD6__chr17""",1.0019582262109,0,1.0019582262109,1.0019582262109,0
"""JMJD7__chr15""",0,0,0,0,1.0019582262109
"""JMJD8__chr16""",0,1.0019582262109,2.00785343002263,1.0019582262109,0
"""JMY__chr5""",2.00785343002263,1.0019582262109,0,2.00785343002263,0
"""JOSD1__chr22""",2.00785343002263,1.0019582262109,1.0019582262109,2.00785343002263,6.07143081403291
"""JPH1__chr8""",0,0,0,1.0019582262109,0
"""JPH2__chr20""",0,0,0,0,0
"""JPH3__chr16""",0,0,0,0,0
"""JPH4__chr14""",0,0,0,0,0
"""JPX__chrX""",0,0,0,0,0
"""JRKL-AS1__chr11""",0,0,0,0,0
"""JRKL__chr11""",0,0,0,0,0
"""JRK__chr8""",0,1.0019582262109,1.0019582262109,1.0019582262109,0
"""JSRP1__chr19""",0,0,0,0,0
"""JTB__chr1""",7.09748429180284,3.01771667252281,3.01771667252281,8.12766676853256,4.03157938384363
"""JUNB__chr19""",6.07143081403291,13.3416962915876,0,36.4800160274645,2.00785343002263
"""JUND__chr19""",5.04947336903132,4.03157938384363,4.03157938384363,5.04947336903132,10.2005525880831
"""JUN__chr1""",0,0,2.00785343002263,6.07143081403291,3.01771667252281
"""JUP__chr17""",1.0019582262109,18.6641333268705,1.0019582262109,3.01771667252281,9.16201161000583
"""KAAG1__chr6""",0,0,0,0,0
"""KAL1__chrX""",0,0,0,0,0
"""KALRN__chr3""",0,0,0,1.0019582262109,0
"""KANK1__chr9""",1.0019582262109,0,2.00785343002263,0,0
"""KANK2__chr19""",0,0,0,0,1.0019582262109
"""KANK3__chr19""",0,6.07143081403291,0,0,0
"""KANK4__chr1""",0,0,0,0,0
"""KANSL1-AS1__chr17""",1.0019582262109,0,0,1.0019582262109,0
"""KANSL1L__chr2""",0,1.0019582262109,1.0019582262109,2.00785343002263,0
"""KANSL1__chr17""",0,3.01771667252281,0,0,2.00785343002263
"""KANSL2__chr12""",0,2.00785343002263,0,4.03157938384363,0
"""KANSL3__chr2""",1.0019582262109,2.00785343002263,1.0019582262109,3.01771667252281,2.00785343002263
"""KARS__chr16""",2.00785343002263,3.01771667252281,4.03157938384363,7.09748429180284,0
"""KAT2A__chr17""",0,0,0,1.0019582262109,0
